date,district,latitude,longitude,rainfall_24h,rainfall_3day,rainfall_7day,max_daily_rain,forecast_rain,max_temperature,average_temperature,average_humidity,soil_moisture,max_wind_speed,heavy_rain,heatwave,flood
2022-06-17,Mansehra,34.33,73.2,0.28,3.88,14.67,0.77,0.32,35.31,28.6,28.72,0.318,12.3,0,1,0
2022-06-18,Mansehra,34.33,73.2,0.0,1.25,4.36,0.31,0.09,29.59,19.68,33.72,0.169,14.44,0,0,0
2022-06-19,Mansehra,34.33,73.2,0.0,0.52,0.54,0.28,3.89,37.28,29.11,23.52,0.073,0.0,0,1,0
2022-06-20,Mansehra,34.33,73.2,0.0,1.62,14.41,0.13,1.98,36.56,27.39,44.64,0.216,22.39,0,1,0
2022-06-21,Mansehra,34.33,73.2,0.0,1.28,13.5,1.84,0.24,37.05,28.05,46.72,0.218,13.83,0,1,0
2022-06-22,Mansehra,34.33,73.2,0.0,0.08,8.65,0.7,0.23,22.56,14.97,61.98,0.175,3.67,0,0,0
2022-06-23,Mansehra,34.33,73.2,0.0,0.26,0.54,0.63,1.82,31.17,22.9,25.82,0.155,35.86,0,1,0
2022-06-24,Mansehra,34.33,73.2,2.21,3.38,6.48,2.21,1.5,26.98,17.36,61.37,0.149,6.26,0,0,0
2022-06-25,Mansehra,34.33,73.2,0.08,8.88,12.57,0.44,0.51,26.76,17.84,66.42,0.21,20.08,0,0,0
2022-06-26,Mansehra,34.33,73.2,0.3,1.2,5.17,4.72,1.97,32.95,23.89,31.17,0.098,24.53,0,1,0
2022-06-27,Mansehra,34.33,73.2,0.1,4.6,11.57,1.25,0.69,27.63,19.71,29.89,0.281,24.88,0,0,0
2022-06-28,Mansehra,34.33,73.2,1.06,2.73,11.7,1.06,0.54,29.01,21.47,21.71,0.312,6.64,0,0,0
2022-06-29,Mansehra,34.33,73.2,0.86,1.32,9.0,0.86,0.54,36.02,26.96,36.28,0.219,21.86,0,1,0
2022-06-30,Mansehra,34.33,73.2,3.09,3.21,4.46,3.09,1.63,28.15,20.54,65.17,0.132,20.3,0,0,0
2022-07-01,Mansehra,34.33,73.2,1.08,5.73,13.61,1.08,0.48,30.92,22.3,39.95,0.2,12.83,0,1,0
2022-07-02,Mansehra,34.33,73.2,4.96,5.89,24.95,4.96,0.26,39.04,29.67,55.48,0.335,7.63,0,1,0
2022-07-03,Mansehra,34.33,73.2,0.32,8.11,35.16,3.23,2.22,29.35,22.68,52.75,0.285,12.14,0,0,0
2022-07-04,Mansehra,34.33,73.2,4.34,9.35,41.91,4.34,0.71,34.24,27.38,15.45,0.501,5.43,0,1,0
2022-07-05,Mansehra,34.33,73.2,9.83,10.25,29.64,9.83,4.2,28.29,18.35,10.0,0.314,27.71,1,0,1
2022-07-06,Mansehra,34.33,73.2,0.0,28.6,32.17,3.32,2.55,30.37,23.15,41.02,0.331,6.16,1,1,0
2022-07-07,Mansehra,34.33,73.2,6.17,29.44,51.69,6.17,2.86,36.71,29.5,37.17,0.507,14.37,1,1,1
2022-07-08,Mansehra,34.33,73.2,0.37,12.2,17.63,6.61,0.55,32.7,25.74,40.48,0.207,18.5,0,1,0
2022-07-09,Mansehra,34.33,73.2,2.08,3.04,30.31,2.37,3.86,28.99,21.34,45.24,0.367,7.43,0,0,0
2022-07-10,Mansehra,34.33,73.2,1.01,10.82,25.59,3.88,1.84,27.6,20.89,42.08,0.308,0.28,0,0,0
2022-07-11,Mansehra,34.33,73.2,10.61,27.37,36.36,10.61,4.55,32.94,25.57,48.36,0.366,7.85,1,1,1
2022-07-12,Mansehra,34.33,73.2,10.67,11.23,34.79,10.67,0.37,27.91,18.0,14.98,0.373,14.76,1,0,1
2022-07-13,Mansehra,34.33,73.2,1.52,9.42,16.65,1.76,3.97,28.86,19.09,23.23,0.167,19.08,0,0,0
2022-07-14,Mansehra,34.33,73.2,0.99,14.31,25.27,0.99,0.66,32.49,25.39,49.5,0.373,10.02,0,1,0
2022-07-15,Mansehra,34.33,73.2,0.67,3.2,8.96,6.77,0.24,28.03,20.99,58.61,0.259,6.53,0,0,0
2022-07-16,Mansehra,34.33,73.2,2.38,14.14,19.1,5.38,2.84,30.97,21.29,45.47,0.303,2.87,0,1,0
2022-07-17,Mansehra,34.33,73.2,8.23,10.97,44.29,10.5,3.19,31.5,21.96,25.86,0.372,44.49,0,1,1
2022-07-18,Mansehra,34.33,73.2,3.38,17.69,22.42,3.38,5.23,32.79,24.14,38.54,0.394,19.15,0,1,0
2022-07-19,Mansehra,34.33,73.2,2.2,4.13,22.58,2.2,3.16,22.5,12.87,53.67,0.296,26.87,0,0,0
2022-07-20,Mansehra,34.33,73.2,0.0,15.19,32.52,1.63,1.6,23.9,16.35,61.3,0.459,9.15,0,0,0
2022-07-21,Mansehra,34.33,73.2,0.7,2.7,9.38,3.25,3.07,27.51,18.82,46.91,0.186,42.43,0,0,0
2022-07-22,Mansehra,34.33,73.2,5.12,8.83,26.82,7.8,3.35,28.01,18.06,46.16,0.293,18.96,0,0,0
2022-07-23,Mansehra,34.33,73.2,0.94,12.39,54.16,0.94,1.35,35.56,27.68,39.57,0.52,22.26,0,1,0
2022-07-24,Mansehra,34.33,73.2,0.0,7.09,14.74,4.43,1.74,31.08,22.35,41.65,0.315,14.63,0,1,0
2022-07-25,Mansehra,34.33,73.2,3.89,6.58,15.37,3.89,0.59,29.21,19.57,28.29,0.218,18.4,0,0,0
2022-07-26,Mansehra,34.33,73.2,0.47,13.26,25.88,2.72,0.93,36.53,28.73,38.62,0.379,14.3,0,1,0
2022-07-27,Mansehra,34.33,73.2,4.02,5.57,8.44,4.47,2.62,28.73,22.08,26.45,0.172,15.57,0,0,0
2022-07-28,Mansehra,34.33,73.2,10.63,41.09,65.41,10.63,2.0,29.04,21.33,39.25,0.591,8.6,1,0,1
2022-07-29,Mansehra,34.33,73.2,2.83,7.53,10.81,4.34,9.85,25.76,16.61,62.42,0.217,11.16,0,0,0
2022-07-30,Mansehra,34.33,73.2,0.0,21.81,47.26,5.78,0.87,22.03,15.76,25.28,0.489,15.61,1,0,0
2022-07-31,Mansehra,34.33,73.2,8.66,8.95,12.19,8.66,4.18,32.65,23.19,12.87,0.344,13.83,0,1,1
2022-08-01,Mansehra,34.33,73.2,0.0,10.57,77.65,2.59,8.13,35.84,25.9,48.95,0.6,17.91,0,1,0
2022-08-02,Mansehra,34.33,73.2,0.0,6.64,33.46,1.32,1.04,29.1,19.91,33.87,0.384,8.34,0,0,0
2022-08-03,Mansehra,34.33,73.2,1.54,13.94,35.29,5.06,0.78,33.08,23.41,46.51,0.405,22.05,0,1,0
2022-08-04,Mansehra,34.33,73.2,8.42,13.67,19.7,8.42,1.04,31.19,24.5,34.46,0.231,11.89,0,1,1
2022-08-05,Mansehra,34.33,73.2,6.38,10.0,17.04,9.32,0.4,32.9,25.27,21.49,0.218,14.68,0,1,0
2022-08-06,Mansehra,34.33,73.2,7.55,12.66,30.19,7.55,3.04,29.65,23.17,52.65,0.484,10.28,0,0,1
2022-08-07,Mansehra,34.33,73.2,3.99,6.31,7.26,3.99,3.56,33.25,26.2,50.23,0.177,15.85,0,1,0
2022-08-08,Mansehra,34.33,73.2,0.71,12.74,22.17,4.63,1.5,28.05,18.91,10.0,0.355,8.88,0,0,0
2022-08-09,Mansehra,34.33,73.2,4.09,12.62,16.52,4.09,16.83,26.6,19.17,14.08,0.32,12.96,0,0,0
2022-08-10,Mansehra,34.33,73.2,7.57,10.55,19.4,7.57,0.03,33.85,25.27,68.91,0.262,23.38,0,1,1
2022-08-11,Mansehra,34.33,73.2,3.16,18.15,21.48,3.16,0.27,34.51,26.94,20.67,0.249,19.44,1,1,0
2022-08-12,Mansehra,34.33,73.2,1.56,7.07,10.11,5.85,1.16,28.77,20.92,10.0,0.293,28.34,0,0,0
2022-08-13,Mansehra,34.33,73.2,0.28,3.06,13.17,24.14,1.61,34.38,25.76,33.57,0.215,27.52,0,1,0
2022-08-14,Mansehra,34.33,73.2,0.63,1.81,18.6,1.23,2.26,32.02,23.85,70.91,0.174,9.65,0,1,0
2022-08-15,Mansehra,34.33,73.2,8.5,26.78,30.14,8.5,2.35,27.8,21.02,12.54,0.343,18.25,1,0,1
2022-08-16,Mansehra,34.33,73.2,3.84,5.19,5.75,3.84,1.75,33.87,26.74,58.46,0.204,3.26,0,1,0
2022-08-17,Mansehra,34.33,73.2,7.44,11.24,13.8,7.44,1.37,25.53,19.26,46.72,0.212,28.12,0,0,0
2022-08-18,Mansehra,34.33,73.2,2.04,15.29,30.5,2.04,0.88,20.75,11.22,60.75,0.396,18.61,0,0,0
2022-08-19,Mansehra,34.33,73.2,17.48,17.65,22.51,17.48,2.06,33.51,24.11,58.79,0.317,13.66,1,1,1
2022-08-20,Mansehra,34.33,73.2,11.15,29.32,32.69,11.15,0.26,37.27,28.53,27.29,0.356,11.22,1,1,1
2022-08-21,Mansehra,34.33,73.2,2.43,8.26,12.62,5.26,1.32,33.11,26.07,62.84,0.132,21.93,0,1,0
2022-08-22,Mansehra,34.33,73.2,0.36,10.63,19.26,1.13,0.18,25.85,18.73,17.5,0.298,0.0,0,0,0
2022-08-23,Mansehra,34.33,73.2,0.51,12.99,38.29,3.98,6.75,32.61,25.02,80.95,0.436,15.63,0,1,0
2022-08-24,Mansehra,34.33,73.2,2.22,3.78,10.61,5.05,0.45,29.36,21.43,59.46,0.294,5.9,0,0,0
2022-08-25,Mansehra,34.33,73.2,0.0,20.0,21.57,5.26,2.31,33.17,26.87,61.06,0.266,1.58,1,1,0
2022-08-26,Mansehra,34.33,73.2,13.86,15.84,77.48,13.86,4.06,34.03,25.78,25.92,0.6,31.29,1,1,1
2022-08-27,Mansehra,34.33,73.2,14.36,22.36,40.85,14.36,3.14,22.26,13.54,30.35,0.428,18.22,1,0,1
2022-08-28,Mansehra,34.33,73.2,1.15,3.05,29.8,1.15,3.81,33.19,24.03,46.66,0.232,10.28,0,1,0
2022-08-29,Mansehra,34.33,73.2,2.31,12.98,32.1,2.31,1.73,28.44,20.62,47.8,0.354,12.36,0,0,0
2022-08-30,Mansehra,34.33,73.2,8.77,9.97,14.24,11.04,1.63,32.3,22.36,36.27,0.225,19.33,0,1,0
2022-08-31,Mansehra,34.33,73.2,1.99,17.14,39.77,3.41,6.87,31.94,24.45,41.78,0.429,22.83,0,1,0
2022-09-01,Mansehra,34.33,73.2,2.91,20.98,35.97,2.91,1.21,25.11,18.58,63.22,0.403,17.43,1,0,0
2022-09-02,Mansehra,34.33,73.2,0.0,8.49,16.84,1.29,10.36,26.02,18.45,49.46,0.282,24.32,0,0,0
2022-09-03,Mansehra,34.33,73.2,0.19,11.14,15.15,1.52,1.6,18.43,10.67,53.9,0.203,23.71,0,0,0
2022-09-04,Mansehra,34.33,73.2,0.0,17.45,26.29,0.29,1.39,25.05,17.8,50.58,0.297,1.8,0,0,0
2022-09-05,Mansehra,34.33,73.2,0.0,38.0,45.78,0.92,2.13,11.63,3.52,38.83,0.395,23.86,1,0,0
2022-09-06,Mansehra,34.33,73.2,0.12,5.72,14.42,0.89,0.71,22.02,15.42,64.38,0.221,22.16,0,0,0
2022-09-07,Mansehra,34.33,73.2,0.0,10.86,14.09,2.52,0.54,23.59,16.92,54.73,0.237,11.99,0,0,0
2022-09-08,Mansehra,34.33,73.2,3.16,17.87,28.34,3.16,3.1,18.56,11.93,38.09,0.422,17.97,0,0,0
2022-09-09,Mansehra,34.33,73.2,0.19,16.29,19.95,0.62,1.84,21.52,15.49,37.41,0.357,12.77,0,0,0
2022-09-10,Mansehra,34.33,73.2,7.05,34.53,46.73,9.03,5.95,13.59,5.07,35.49,0.476,12.87,1,0,1
2022-09-11,Mansehra,34.33,73.2,6.38,16.63,22.96,6.38,1.6,14.2,5.24,48.15,0.318,17.17,0,0,1
2022-09-12,Mansehra,34.33,73.2,1.08,6.75,43.91,4.96,11.76,19.72,11.67,50.61,0.512,18.87,0,0,0
2022-09-13,Mansehra,34.33,73.2,4.29,10.33,14.54,8.05,2.45,27.1,20.16,61.01,0.33,21.09,0,0,0
2022-09-14,Mansehra,34.33,73.2,12.24,19.74,30.86,12.24,0.61,13.85,6.22,69.42,0.447,21.84,1,0,1
2022-09-15,Mansehra,34.33,73.2,0.92,29.41,43.23,0.92,1.62,26.21,17.28,67.17,0.477,4.81,1,0,0
2022-09-16,Mansehra,34.33,73.2,0.84,1.36,27.64,13.24,4.36,23.1,14.42,59.37,0.358,9.67,0,0,0
2022-09-17,Mansehra,34.33,73.2,8.65,20.23,29.28,8.65,3.67,18.65,11.47,56.44,0.323,12.4,1,0,1
2022-09-18,Mansehra,34.33,73.2,0.0,1.7,7.26,1.19,1.18,23.62,17.0,32.89,0.161,8.41,0,0,0
2022-09-19,Mansehra,34.33,73.2,4.14,7.42,24.05,7.53,8.72,21.36,12.9,59.04,0.358,15.11,0,0,0
2022-09-20,Mansehra,34.33,73.2,1.59,5.43,23.65,7.99,0.85,26.29,20.24,71.39,0.272,18.3,0,0,0
2022-09-21,Mansehra,34.33,73.2,7.63,13.15,34.99,10.12,15.06,19.5,11.06,69.21,0.408,35.84,0,0,1
2022-09-22,Mansehra,34.33,73.2,0.0,31.54,37.7,4.08,2.4,16.16,8.73,43.8,0.428,20.2,1,0,0
2022-09-23,Mansehra,34.33,73.2,1.68,3.05,34.5,1.92,6.76,25.36,17.96,65.97,0.463,9.47,0,0,0
2022-09-24,Mansehra,34.33,73.2,5.35,13.97,24.53,8.24,5.96,13.89,6.22,40.77,0.274,2.81,0,0,0
2022-09-25,Mansehra,34.33,73.2,0.49,19.35,26.35,2.79,3.6,20.33,12.97,66.2,0.357,28.26,1,0,0
2022-09-26,Mansehra,34.33,73.2,2.57,4.58,18.26,2.89,3.87,27.48,19.23,54.67,0.336,0.0,0,0,0
2022-09-27,Mansehra,34.33,73.2,7.05,12.7,34.18,7.05,0.02,18.71,11.43,60.48,0.37,15.05,0,0,1
2022-09-28,Mansehra,34.33,73.2,0.98,11.41,24.22,7.65,15.18,18.83,10.5,76.28,0.276,3.78,0,0,0
2022-09-29,Mansehra,34.33,73.2,14.74,18.41,21.85,14.74,4.21,12.54,4.66,34.07,0.306,6.37,1,0,1
2022-09-30,Mansehra,34.33,73.2,3.82,20.47,20.48,3.82,3.89,31.42,23.85,45.91,0.237,0.11,1,1,0
2022-10-01,Mansehra,34.33,73.2,2.49,18.28,19.17,2.49,0.4,22.16,14.8,59.57,0.206,14.92,1,0,0
2022-10-02,Mansehra,34.33,73.2,0.0,7.98,10.23,0.4,2.82,27.44,19.83,70.39,0.203,23.56,0,0,0
2022-10-03,Mansehra,34.33,73.2,0.83,3.46,3.96,1.65,1.1,34.18,27.86,56.72,0.208,0.0,0,1,0
2022-10-04,Mansehra,34.33,73.2,0.0,5.54,23.77,0.64,2.25,20.43,13.05,56.54,0.338,23.08,0,0,0
2022-10-05,Mansehra,34.33,73.2,0.8,3.97,4.05,0.8,1.39,14.95,7.78,66.19,0.248,22.17,0,0,0
2022-10-06,Mansehra,34.33,73.2,0.0,0.3,6.17,0.51,0.08,24.68,17.34,62.25,0.181,23.49,0,0,0
2022-10-07,Mansehra,34.33,73.2,2.29,4.59,6.1,2.29,1.99,24.25,17.69,54.95,0.141,8.42,0,0,0
2022-10-08,Mansehra,34.33,73.2,0.42,0.7,6.85,0.42,3.0,13.75,5.11,63.31,0.136,25.19,0,0,0
2022-10-09,Mansehra,34.33,73.2,0.12,5.77,5.97,2.24,0.88,18.74,10.27,47.82,0.218,23.27,0,0,0
2022-10-10,Mansehra,34.33,73.2,0.07,6.13,7.76,0.3,0.25,13.12,5.35,54.56,0.268,13.48,0,0,0
2022-10-11,Mansehra,34.33,73.2,0.0,0.17,2.88,1.45,1.13,18.77,10.91,35.48,0.195,16.68,0,0,0
2022-10-12,Mansehra,34.33,73.2,0.0,0.3,2.45,2.09,1.96,17.2,9.04,50.65,0.241,18.1,0,0,0
2022-10-13,Mansehra,34.33,73.2,0.42,1.77,7.09,0.44,1.04,9.68,2.08,66.94,0.2,22.16,0,0,0
2022-10-14,Mansehra,34.33,73.2,1.38,9.0,10.41,1.38,1.43,8.96,2.41,29.64,0.283,14.9,0,0,0
2022-10-15,Mansehra,34.33,73.2,2.01,6.17,7.8,2.01,0.68,13.26,6.67,44.21,0.185,20.77,0,0,0
2022-10-16,Mansehra,34.33,73.2,0.0,4.32,4.5,0.56,0.42,18.03,9.1,40.77,0.204,34.98,0,0,0
2022-10-17,Mansehra,34.33,73.2,1.07,11.08,12.37,1.07,3.67,25.37,16.86,19.23,0.301,12.29,0,0,0
2022-10-18,Mansehra,34.33,73.2,0.0,2.06,3.08,2.53,0.11,20.74,14.65,81.8,0.11,13.64,0,0,0
2022-10-19,Mansehra,34.33,73.2,0.88,1.53,3.7,0.88,0.55,12.69,4.18,57.92,0.155,28.68,0,0,0
2022-10-20,Mansehra,34.33,73.2,2.32,4.46,29.14,2.32,0.02,20.07,11.33,17.49,0.304,5.1,0,0,0
2022-10-21,Mansehra,34.33,73.2,4.57,10.43,12.1,4.57,0.65,22.4,14.62,64.95,0.182,21.58,0,0,0
2022-10-22,Mansehra,34.33,73.2,0.14,0.26,6.62,1.19,0.15,23.86,15.47,46.57,0.185,16.06,0,0,0
2022-10-23,Mansehra,34.33,73.2,0.4,0.84,9.62,2.44,0.56,25.44,18.65,57.98,0.185,2.22,0,0,0
2022-10-24,Mansehra,34.33,73.2,0.91,1.59,3.08,0.91,2.67,18.8,12.34,35.02,0.183,4.73,0,0,0
2022-10-25,Mansehra,34.33,73.2,1.53,3.27,5.51,1.53,1.69,19.94,12.19,42.09,0.191,9.4,0,0,0
2022-10-26,Mansehra,34.33,73.2,0.54,0.9,8.65,0.54,0.27,21.51,13.27,30.39,0.239,4.9,0,0,0
2022-10-27,Mansehra,34.33,73.2,1.68,7.51,9.32,2.12,2.36,21.89,13.76,55.04,0.218,13.56,0,0,0
2022-10-28,Mansehra,34.33,73.2,0.0,1.87,3.14,0.04,0.65,24.33,17.43,28.99,0.196,15.13,0,0,0
2022-10-29,Mansehra,34.33,73.2,1.31,1.64,5.45,3.35,1.73,20.64,12.99,55.5,0.259,10.37,0,0,0
2022-10-30,Mansehra,34.33,73.2,3.16,4.64,6.14,3.16,2.71,19.2,11.91,53.89,0.205,10.28,0,0,0
2022-10-31,Mansehra,34.33,73.2,0.08,3.19,4.83,0.35,0.39,19.36,11.94,59.99,0.129,9.52,0,0,0
2022-11-01,Mansehra,34.33,73.2,0.1,2.52,5.73,0.17,1.68,25.32,17.79,49.13,0.076,11.2,0,0,0
2022-11-02,Mansehra,34.33,73.2,1.35,2.27,3.31,1.35,0.44,32.47,25.7,56.13,0.265,9.85,0,1,0
2022-11-03,Mansehra,34.33,73.2,0.68,0.84,7.69,0.72,2.11,15.13,7.61,58.59,0.144,8.35,0,0,0
2022-11-04,Mansehra,34.33,73.2,0.18,5.12,12.46,2.04,1.29,22.31,15.67,54.59,0.295,21.25,0,0,0
2022-11-05,Mansehra,34.33,73.2,0.46,0.88,4.06,1.2,0.2,23.56,15.85,56.82,0.171,20.91,0,0,0
2022-11-06,Mansehra,34.33,73.2,4.35,11.9,15.05,4.35,0.18,12.96,4.02,78.98,0.288,10.15,0,0,0
2022-11-07,Mansehra,34.33,73.2,0.36,5.57,21.29,3.0,0.58,10.24,2.37,43.57,0.294,25.56,0,0,0
2022-11-08,Mansehra,34.33,73.2,1.89,7.12,12.4,1.89,2.29,23.5,14.78,31.98,0.201,1.92,0,0,0
2022-11-09,Mansehra,34.33,73.2,0.17,1.61,9.3,0.17,0.8,16.86,9.56,57.55,0.182,19.8,0,0,0
2022-11-10,Mansehra,34.33,73.2,0.26,2.0,3.98,0.48,0.16,18.39,11.2,60.15,0.235,18.37,0,0,0
2022-11-11,Mansehra,34.33,73.2,0.7,4.2,18.96,8.91,0.47,14.32,7.35,61.28,0.25,15.75,0,0,0
2022-11-12,Mansehra,34.33,73.2,0.01,0.28,0.77,0.59,0.15,18.25,11.04,48.02,0.166,25.83,0,0,0
2022-11-13,Mansehra,34.33,73.2,0.19,1.33,6.75,0.67,1.13,20.09,13.34,49.26,0.228,2.51,0,0,0
2022-11-14,Mansehra,34.33,73.2,2.31,3.44,14.17,2.31,0.04,22.91,14.54,74.71,0.298,27.11,0,0,0
2022-11-15,Mansehra,34.33,73.2,0.87,8.61,14.35,0.87,0.7,18.53,11.01,45.94,0.165,23.85,0,0,0
2022-11-16,Mansehra,34.33,73.2,0.0,0.43,4.76,1.11,0.19,11.8,5.25,62.84,0.158,21.8,0,0,0
2022-11-17,Mansehra,34.33,73.2,7.09,8.74,10.75,7.09,0.29,16.0,8.3,64.61,0.251,27.86,0,0,0
2022-11-18,Mansehra,34.33,73.2,0.67,1.03,15.55,1.89,1.72,17.65,10.58,60.7,0.264,21.91,0,0,0
2022-11-19,Mansehra,34.33,73.2,0.0,0.38,0.54,1.09,1.27,15.85,8.83,54.77,0.109,28.7,0,0,0
2022-11-20,Mansehra,34.33,73.2,0.44,0.86,3.1,1.22,0.24,17.34,11.06,52.62,0.137,20.35,0,0,0
2022-11-21,Mansehra,34.33,73.2,1.23,2.98,3.39,1.23,0.41,20.23,12.63,74.22,0.2,16.7,0,0,0
2022-11-22,Mansehra,34.33,73.2,1.06,3.78,4.61,1.06,1.92,25.65,17.0,59.37,0.136,17.97,0,0,0
2022-11-23,Mansehra,34.33,73.2,0.24,0.4,19.0,0.52,0.84,11.92,5.38,55.48,0.27,21.2,0,0,0
2022-11-24,Mansehra,34.33,73.2,0.49,1.21,2.65,1.98,1.74,19.2,11.17,46.33,0.179,18.22,0,0,0
2022-11-25,Mansehra,34.33,73.2,0.46,1.52,6.69,4.92,0.17,13.35,6.16,59.64,0.168,23.49,0,0,0
2022-11-26,Mansehra,34.33,73.2,0.07,3.93,5.37,1.34,1.87,18.61,10.47,72.73,0.262,17.19,0,0,0
2022-11-27,Mansehra,34.33,73.2,0.05,3.21,3.97,3.32,2.53,13.37,6.3,46.04,0.149,15.45,0,0,0
2022-11-28,Mansehra,34.33,73.2,0.0,4.5,7.02,0.41,0.06,26.15,17.39,54.03,0.103,16.21,0,0,0
2022-11-29,Mansehra,34.33,73.2,0.0,1.61,4.47,0.33,0.08,25.1,16.73,56.93,0.192,9.24,0,0,0
2022-11-30,Mansehra,34.33,73.2,1.02,3.42,13.17,1.2,3.18,21.8,13.59,70.12,0.228,17.19,0,0,0
2022-12-01,Mansehra,34.33,73.2,0.0,4.8,18.05,1.98,6.11,18.07,10.24,57.03,0.231,9.67,0,0,0
2022-12-02,Mansehra,34.33,73.2,1.34,9.68,15.19,3.55,1.53,7.73,0.25,58.73,0.189,20.2,0,0,0
2022-12-03,Mansehra,34.33,73.2,3.36,4.25,10.77,7.01,1.41,8.82,3.43,69.77,0.259,21.17,0,0,0
2022-12-04,Mansehra,34.33,73.2,0.0,14.99,16.84,1.65,0.28,4.04,-3.47,28.96,0.179,13.45,0,0,0
2022-12-05,Mansehra,34.33,73.2,0.45,4.98,8.23,3.78,3.11,15.14,7.64,35.27,0.201,26.87,0,0,0
2022-12-06,Mansehra,34.33,73.2,0.0,4.88,8.56,0.02,1.06,8.29,1.84,58.29,0.257,52.12,0,0,0
2022-12-07,Mansehra,34.33,73.2,0.14,5.06,5.79,2.4,0.31,6.65,1.09,70.75,0.154,20.55,0,0,0
2022-12-08,Mansehra,34.33,73.2,0.0,1.43,5.43,3.56,2.4,9.48,4.29,54.99,0.201,33.58,0,0,0
2022-12-09,Mansehra,34.33,73.2,2.87,3.92,9.31,7.78,1.41,7.15,1.87,56.33,0.237,18.3,0,0,0
2022-12-10,Mansehra,34.33,73.2,0.0,1.91,9.72,5.05,0.6,7.97,2.32,46.8,0.115,11.32,0,0,0
2022-12-11,Mansehra,34.33,73.2,0.0,4.26,10.48,3.19,1.92,9.72,1.84,52.2,0.121,9.61,0,0,0
2022-12-12,Mansehra,34.33,73.2,3.75,4.25,11.85,3.75,2.48,3.24,-3.92,65.09,0.259,2.49,0,0,0
2022-12-13,Mansehra,34.33,73.2,0.0,1.69,8.66,0.02,1.19,15.01,8.45,60.38,0.291,2.28,0,0,0
2022-12-14,Mansehra,34.33,73.2,0.0,5.49,16.48,2.5,4.74,9.65,2.74,42.43,0.153,19.81,0,0,0
2022-12-15,Mansehra,34.33,73.2,0.68,0.81,6.85,0.68,0.51,13.37,7.26,86.28,0.262,13.83,0,0,0
2022-12-16,Mansehra,34.33,73.2,0.25,2.23,4.78,2.32,6.03,8.1,0.23,87.71,0.155,13.68,0,0,0
2022-12-17,Mansehra,34.33,73.2,0.0,1.04,14.84,1.52,4.03,13.66,8.55,64.97,0.231,1.05,0,0,0
2022-12-18,Mansehra,34.33,73.2,2.37,4.57,9.96,2.8,0.83,9.23,2.66,69.91,0.236,7.82,0,0,0
2022-12-19,Mansehra,34.33,73.2,3.53,12.19,12.84,8.66,2.41,8.26,1.37,45.55,0.225,17.58,0,0,0
2022-12-20,Mansehra,34.33,73.2,0.0,3.52,12.33,1.35,0.57,11.53,4.51,61.2,0.162,18.53,0,0,0
2022-12-21,Mansehra,34.33,73.2,1.36,9.69,11.11,2.08,1.93,9.82,3.21,48.33,0.145,24.01,0,0,0
2022-12-22,Mansehra,34.33,73.2,1.36,13.11,18.79,2.04,2.95,7.61,0.27,54.71,0.295,16.67,0,0,0
2022-12-23,Mansehra,34.33,73.2,1.56,5.26,8.86,1.76,0.96,5.11,-1.82,56.4,0.178,18.73,0,0,0
2022-12-24,Mansehra,34.33,73.2,0.13,1.46,11.6,0.97,0.96,5.58,-0.19,68.8,0.177,27.1,0,0,0
2022-12-25,Mansehra,34.33,73.2,0.0,3.21,13.55,3.61,4.43,13.28,5.44,41.08,0.186,23.13,0,0,0
2022-12-26,Mansehra,34.33,73.2,0.0,1.15,19.23,0.71,0.73,7.16,0.79,49.7,0.275,13.33,0,0,0
2022-12-27,Mansehra,34.33,73.2,1.58,2.35,9.98,1.58,1.16,11.79,5.93,39.02,0.152,19.27,0,0,0
2022-12-28,Mansehra,34.33,73.2,0.1,9.11,14.72,0.81,4.84,15.41,8.14,60.68,0.191,6.14,0,0,0
2022-12-29,Mansehra,34.33,73.2,2.51,3.63,23.89,2.51,1.68,7.55,1.72,38.61,0.255,6.97,0,0,0
2022-12-30,Mansehra,34.33,73.2,1.77,1.8,3.07,3.0,1.35,9.99,3.33,72.19,0.17,28.28,0,0,0
2022-12-31,Mansehra,34.33,73.2,0.0,7.28,17.08,0.04,1.37,9.94,2.12,40.09,0.382,10.59,0,0,0
2023-01-01,Mansehra,34.33,73.2,0.01,2.41,4.15,10.23,0.04,11.2,4.8,54.13,0.227,30.55,0,0,0
2023-01-02,Mansehra,34.33,73.2,5.76,9.9,12.01,5.76,0.05,3.65,-1.95,47.67,0.287,30.94,0,0,0
2023-01-03,Mansehra,34.33,73.2,1.04,4.41,6.26,4.83,5.97,9.31,4.28,50.15,0.244,18.72,0,0,0
2023-01-04,Mansehra,34.33,73.2,0.13,3.5,11.12,2.73,0.06,4.27,-3.07,43.75,0.227,24.16,0,0,0
2023-01-05,Mansehra,34.33,73.2,0.52,1.28,3.65,0.52,6.29,7.62,-0.19,45.67,0.128,14.84,0,0,0
2023-01-06,Mansehra,34.33,73.2,1.47,6.19,9.79,3.01,2.11,3.45,-4.41,35.14,0.294,20.52,0,0,0
2023-01-07,Mansehra,34.33,73.2,3.5,3.71,7.83,3.92,2.89,17.39,10.59,55.1,0.213,3.9,0,0,0
2023-01-08,Mansehra,34.33,73.2,2.49,10.43,15.85,2.49,2.02,6.02,-1.14,55.49,0.279,6.34,0,0,0
2023-01-09,Mansehra,34.33,73.2,0.0,8.38,16.96,1.13,1.4,3.91,-2.15,71.61,0.342,10.93,0,0,0
